순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사
54,아기배달부 스토크,2016-12-07,2436955700 ,0.003,322354,538,미국,미국,워너브러더스 코리아(주)
55,캐롤,2016-02-04,2645756616 ,0.003,319357,221,미국,"미국,영국",CGV아트하우스
56,스포트라이트,2016-02-24,2390611755 ,0.003,297944,320,미국,미국,(주)팝엔터테인먼트
57,구스범스,2016-01-14,2221639712 ,0.003,297356,515,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
58,포인트 브레이크,2016-01-07,2323707051 ,0.003,294320,409,미국,미국,"(주)시네마서비스,(주)나이너스엔터테인먼트"
59,앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,2125772200 ,0.003,292495,380,미국,미국,이십세기폭스코리아(주)
60,닌자터틀 : 어둠의 히어로,2016-06-16,1934052000 ,0.002,235207,517,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
61,드림 쏭,2016-09-14,1826269700 ,0.002,234387,399,미국,미국,(주)이수C&E
62,독수리 에디,2016-04-07,1799381120 ,0.002,226341,528,미국,미국,이십세기폭스코리아(주)
63,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,2016-12-22,1666637400 ,0.002,219047,480,일본,일본,(주)이수C&E
64,원피스 필름 골드,2016-12-08,1700502100 ,0.002,215546,445,일본,일본,(주)씨제이이엔엠
65,아이 엠 어 히어로,2016-09-21,1806714900 ,0.002,212599,263,일본,일본,(주)영화사 빅
66,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,2016-01-07,1472866700 ,0.002,202538,350,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
67,부활,2016-03-17,1240599600 ,0.002,175146,120,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
68,조이,2016-03-10,1377567200 ,0.002,172198,405,미국,미국,이십세기폭스코리아(주)
69,매직브러시,2016-05-04,1292868800 ,0.002,172107,460,중국,중국,(주)영화사 빅
70,빅,2016-07-27,1174196720 ,0.001,160860,332,미국,"미국,인도",(주)이수C&E
71,어린왕자,2015-12-23,1140665833 ,0.001,150275,494,프랑스,프랑스,씨네그루(주)다우기술
72,미스컨덕트,2016-03-30,1133511038 ,0.001,148512,470,미국,미국,"(주)박수엔터테인먼트,㈜코리아스크린"
73,13시간,2016-03-03,1170500514 ,0.001,145952,380,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
74,장난감이 살아있다,2016-09-07,1112430600 ,0.001,142977,294,아르헨티나,"아르헨티나,스페인","㈜코리아스크린,와이드 릴리즈(주)"
75,극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,1048246100 ,0.001,141351,254,일본,일본,(주)씨제이이엔엠
76,플로렌스,2016-08-24,1079970100 ,0.001,139717,382,영국,영국,(주)이수C&E
77,로빈슨 크루소,2016-09-07,1071533400 ,0.001,139392,329,벨기에,벨기에,(주)영화사 빅
78,제 5침공,2016-02-25,1041049900 ,0.001,135874,312,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
79,대니쉬 걸,2016-02-17,1074763884 ,0.001,134029,246,미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유)
80,카페 소사이어티,2016-09-14,1047223666 ,0.001,126439,199,미국,미국,"찬란,CGV아트하우스"
81,마이 리틀 자이언트,2016-08-10,991375900 ,0.001,125800,128,미국,미국,월트디즈니컴퍼니코리아(주)
82,헤이트풀8,2016-01-07,996168400 ,0.001,120352,167,미국,미국,(주)누리픽쳐스
83,감바의 대모험,2016-11-10,874685700 ,0.001,117488,400,일본,일본,(주)영화사 빅
84,다이노소어 어드벤처 : 백악기 공룡대백과,2016-05-04,854091000 ,0.001,112242,325,영국,영국,"(주)박수엔터테인먼트,(주)애니플러스"
85,피터와 드래곤,2016-09-28,865600600 ,0.001,109137,167,미국,미국,월트디즈니컴퍼니코리아(주)
86,킹 오브 프리즘 (바이 프리티 리듬),2016-08-11,859771500 ,0.001,103852,53,일본,일본,(주)박수엔터테인먼트
87,다이버전트 시리즈: 얼리전트,2016-05-12,818897545 ,0.001,103556,393,미국,미국,(주)키다리이엔티
88,바스티유 데이,2016-10-13,766892600 ,0.001,96579,422,미국,"미국,프랑스",롯데쇼핑㈜롯데엔터테인먼트
89,나의 산티아고,2016-07-14,721244232 ,0.001,94243,88,독일,독일,(주)영화사 진진
90,본 투 비 블루,2016-06-09,763869082 ,0.001,93738,147,캐나다,"캐나다,영국,미국",그린나래미디어(주)
91,태풍이 지나가고,2016-07-27,772484972 ,0.001,93005,72,일본,일본,(주)티캐스트
92,크리미널,2016-06-22,738985181 ,0.001,92358,351,영국,"영국,미국",(주)영화사 빅
93,오베라는 남자,2016-05-25,737879888 ,0.001,92339,255,스웨덴,스웨덴,"(주)싸이더스,(주)디스테이션"
94,루돌프와 많이있어,2016-12-28,682883600 ,0.001,89510,375,일본,일본,(주)씨제이이엔엠
95,룸,2016-03-03,698397700 ,0.001,87328,333,아일랜드,"아일랜드,캐나다","(주)팝엔터테인먼트,(주)영화사 빅"
96,포켓몬 더 무비 XY 후파: 광륜의 초마신,2015-12-23,628234300 ,0.001,86193,360,일본,일본,(주)이수C&E
97,유스,2016-01-07,661767600 ,0.001,85166,65,이탈리아,"이탈리아,프랑스,스위스,영국",그린나래미디어(주)
98,로스트 인 더스트,2016-11-03,633772822 ,0.001,81236,354,미국,미국,플러스엠 엔터테인먼트
99,오 마이 그랜파,2016-03-17,632806532 ,0.001,79701,396,미국,미국,판씨네마(주)
100,하이큐!! 끝과 시작,2016-11-16,544846000 ,0.001,75704,130,일본,일본,"(주)넥스트엔터테인먼트월드(NEW),(주)팝엔터테인먼트"
101,라스트 위치 헌터,2015-12-30,589730800 ,0.001,72481,278,미국,미국,TCO(주)더콘텐츠온
102,언더월드: 블러드 워,2016-11-30,567567100 ,0.001,72071,183,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
103,선생님의 일기,2016-11-02,498454200 ,0.001,71297,163,태국,태국,"(주)드림팩트엔터테인먼트,(주)미로스페이스"
104,세상에서 고양이가 사라진다면,2016-11-09,504349200 ,0.001,70424,175,일본,일본,(주)크리픽쳐스
105,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,2016-09-28,420233500 ,0.001,69881,164,영국,영국,와이드 릴리즈(주)
106,어카운턴트,2016-10-13,548544928 ,0.001,69529,375,미국,미국,워너브러더스 코리아(주)
107,이퀄스,2016-08-31,519932300 ,0.001,68897,357,미국,미국,(주)키다리이엔티
108,스티브 잡스,2016-01-21,535351276 ,0.001,68815,384,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
109,아이엠스타 뮤직어워드,2016-09-14,455696500 ,0.001,67027,358,일본,일본,(주)씨제이이엔엠
110,리틀메딕: 몸속탐험대,2016-11-24,515053700 ,0.001,66562,291,독일,독일,(주)팝엔터테인먼트
111,데몰리션,2016-07-13,544916821 ,0.001,66473,198,미국,미국,(주)리틀빅픽쳐스
112,레터스 투 갓,2016-02-25,430938300 ,0.001,65987,119,미국,미국,(주)모멘텀엔터테인먼트
113,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,2016-11-03,503900800 ,0.001,64622,406,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
114,트럼보,2016-04-07,486936100 ,0.001,61955,310,미국,미국,"그린나래미디어(주),(주)프레인글로벌"
115,바다 탐험대 옥토넛 시즌4: 빙하탐험선S,2016-02-25,361596000 ,0,60977,155,영국,영국,와이드 릴리즈(주)
116,극장판 도라에몽: 신 진구의 버스 오브 재팬,2016-12-21,453920100 ,0.001,59147,282,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
117,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,2016-06-02,350932000 ,0,58619,162,영국,영국,와이드 릴리즈(주)
118,더 보이,2016-06-01,450554821 ,0.001,56959,186,미국,미국,(주)리틀빅픽쳐스
119,드레스메이커,2016-02-11,447111000 ,0.001,56275,176,호주,호주,(주)리틀빅픽쳐스
120,백설공주 : 사라진 아빠를 찾아서,2016-09-29,425994300 ,0.001,55355,213,중국,중국,예지림엔터테인먼트
121,파라노말 액티비티: 더 고스트 디멘션,2016-04-21,454055200 ,0.001,54972,353,미국,미국,(주)박수엔터테인먼트
122,"나, 다니엘 블레이크",2016-12-08,426846300 ,0.001,53852,63,영국,영국,(주)영화사 진진
123,브루클린,2016-04-21,412985600 ,0.001,51106,40,미국,미국,이십세기폭스코리아(주)
124,포레스트: 죽음의 숲,2016-03-30,391633862 ,0,50631,312,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
125,마음이 외치고 싶어해,2016-03-30,405746600 ,0.001,49813,122,일본,일본,"주식회사 온 피크,스튜디오 프로그레시브 인큐베이터"
126,바닷마을 다이어리,2015-12-17,406503400 ,0.001,48514,67,일본,일본,"주식회사 왓챠,(주)티캐스트"
127,머니 몬스터,2016-08-31,367961600 ,0,47226,151,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
128,트리플 9,2016-04-20,365164300 ,0,47197,329,미국,미국,(주)리틀빅픽쳐스
129,엽문3: 최후의 대결,2016-03-10,393068600 ,0,46970,130,홍콩,홍콩,(주)키다리이엔티
130,갤럭시 히어로즈: 라쳇 앤 클랭크,2016-08-17,336281100 ,0,46638,237,미국,미국,(주)영화사 빅
131,하드코어 헨리,2016-05-19,399211211 ,0,46373,239,미국,"미국,러시아","㈜코리아스크린,와이드 릴리즈(주)"
132,블레어 위치,2016-11-23,367484200 ,0,46285,172,미국,미국,㈜코리아스크린
133,미스 사이공 : 25주년 특별 공연,2016-11-24,891218300 ,0.001,46080,100,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
134,이웃집에 신이 산다,2015-12-24,370408350 ,0,44650,73,벨기에,"벨기에,프랑스,룩셈부르크",(주)엣나인필름
135,플래그 더 문,2016-06-02,327288000 ,0,44572,244,스페인,스페인,(주)박수엔터테인먼트
136,스푹스:MI5,2016-03-17,316642549 ,0,41416,341,영국,영국,(주)영화사 빅
137,33,2016-04-07,318282400 ,0,41269,320,미국,"미국,칠레",(주)나이너스엔터테인먼트
138,잔예 - 살아서는 안되는 방,2016-07-07,337608700 ,0,41247,287,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
139,스누피: 더 피너츠 무비,2015-12-24,311917200 ,0,40862,348,미국,미국,이십세기폭스코리아(주)
140,동급생,2016-05-19,280704500 ,0,38706,100,일본,일본,(주)박수엔터테인먼트
141,나의 그리스식 웨딩 2,2016-03-30,288215300 ,0,38305,327,미국,미국,(주)이수C&E
142,너의 이름은.,2017-01-04,315187000 ,0,36763,947,일본,일본,플러스엠 엔터테인먼트
143,빌리와 용감한 녀석들: 치킨 히어로,2016-02-17,249563600 ,0,35712,241,미국,"미국,멕시코","(주)박수엔터테인먼트,㈜코리아스크린"
144,브루클린의 멋진 주말,2016-01-21,264523800 ,0,35318,103,미국,미국,(주)영화사 진진
145,신은 죽지 않았다 2,2016-04-07,251090600 ,0,34770,96,미국,미국,"(주)에스와이코마드,글뫼 주식회사"
146,"헤일, 시저!",2016-03-24,271122300 ,0,34295,253,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
147,무한대를 본 남자,2016-11-03,255953754 ,0,33314,309,영국,영국,판씨네마(주)
148,태양 아래,2016-04-27,206495400 ,0,33008,120,체코,"체코,러시아,독일",THE 픽쳐스
149,인어공주 : 새로운 모험의 시작,2016-11-03,245976300 ,0,32592,262,중국,중국,예지림엔터테인먼트
150,다가오는 것들,2016-09-29,259131834 ,0,32355,29,프랑스,프랑스,찬란
151,극장판 유희왕 더 다크 사이드 오브 디멘션즈,2016-06-09,253214200 ,0,31805,210,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
152,쿠보와 전설의 악기,2016-10-26,208824862 ,0,30525,100,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
153,테일 오브 테일즈,2016-11-24,234357700 ,0,29922,102,이탈리아,"이탈리아,프랑스",오드
154,스노우타임,2016-12-15,211141400 ,0,29575,259,캐나다,캐나다,(주)영화사 빅
155,서프러제트,2016-06-23,230445800 ,0,28511,18,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
156,카페 6,2016-11-16,196383500 ,0,28353,126,대만,대만,(주)라이크콘텐츠
157,걸즈 앤 판처 극장판,2016-08-25,251874100 ,0,28121,57,일본,일본,"(주)머스트씨무비릴리징컴퍼니,주식회사 온 피크"
158,토마스와 친구들: 용감한 기관차와 괴물소동,2016-10-13,192443400 ,0,27345,291,영국,영국,와이드 릴리즈(주)
159,뉴 스텝업: 어반댄스,2016-09-22,171059700 ,0,26488,176,뉴질랜드,뉴질랜드,THE 픽쳐스
160,하이-라이즈,2016-03-30,192162100 ,0,24600,108,영국,영국,찬란
161,키즈모노가타리 I : 철혈편,2016-06-30,187057500 ,0,24492,74,일본,일본,(주)박수엔터테인먼트
162,나이스 가이즈,2016-07-06,189535838 ,0,24471,249,미국,미국,플러스엠 엔터테인먼트
163,에곤 쉴레: 욕망이 그린 그림,2016-12-22,190425100 ,0,23931,50,오스트리아,"오스트리아 ,룩셈부르크",(주)티캐스트
164,45년 후,2016-05-05,184465318 ,0,23707,45,영국,영국,판씨네마(주)
165,하이 스피드! –프리! 스타팅 데이즈-,2016-03-24,172018500 ,0,23496,60,일본,일본,(주)박수엔터테인먼트
166,미스터 캣,2016-10-19,181383750 ,0,23350,241,프랑스,"프랑스,중국",(주)리틀빅픽쳐스
167,사울의 아들,2016-02-25,185784643 ,0,23148,50,헝가리,헝가리,그린나래미디어(주)
168,피아니스트 세이모어의 뉴욕 소네트,2016-04-07,184698700 ,0,22665,18,미국,미국,(주)영화사 진진
169,스킵트레이스: 합동수사,2016-08-31,163700300 ,0,22350,244,홍콩,"홍콩,미국,중국",(주)영화사 빅
170,시크릿 인 데어 아이즈,2016-04-27,162031200 ,0,21692,186,미국,미국,판씨네마(주)
171,하이큐!! 승자와 패자,2016-12-28,145794000 ,0,20814,103,일본,일본,"(주)이수C&E,(주)팝엔터테인먼트"
172,세기의 매치,2016-01-28,155570400 ,0,20448,187,미국,미국,판씨네마(주)
173,바그다드 카페 : 디렉터스컷,2016-07-14,147129809 ,0,20195,59,독일,"독일,미국","주식회사 왓챠,(주)팝엔터테인먼트"
174,칠드런 오브 맨,2016-09-22,160639200 ,0,19548,56,영국,"영국,미국","영화사 마농(주),(주)씨네클럽봉봉미엘"
175,립반윙클의 신부,2016-09-28,156603300 ,0,19412,85,일본,일본,"TCO(주)더콘텐츠온,주식회사 더쿱"
176,트루스,2016-08-24,151967000 ,0,19315,123,미국,미국,(주)라이크콘텐츠
177,이레셔널 맨,2016-07-21,155721500 ,0,19287,40,미국,미국,(주)프레인글로벌
178,프란치스코,2016-03-10,131126849 ,0,18799,184,스페인,"스페인,아르헨티나,이탈리아",스튜디오 프로그레시브 인큐베이터
179,다음 침공은 어디?,2016-09-08,145654700 ,0,18744,32,미국,미국,판씨네마(주)
180,환상의 빛,2016-07-07,148865300 ,0,18538,37,일본,일본,주식회사 씨네룩스
181,버스 657,2016-01-14,143676000 ,0,18042,161,미국,미국,(주)스톰픽쳐스코리아
182,비틀스: 에잇 데이즈 어 위크 – 투어링 이어즈,2016-10-19,144153025 ,0,18024,150,영국,"영국,미국",플러스엠 엔터테인먼트
183,"불량소녀, 너를 응원해!",2016-09-21,140509000 ,0,17875,128,일본,일본,글뫼 주식회사
184,미라클 프롬 헤븐,2016-05-25,119875500 ,0,17625,92,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
185,리틀 폭스,2016-06-23,119098500 ,0,16204,150,중국,중국,예지림엔터테인먼트
186,예전부터 계속 좋아했어 ~고백실행위원회~,2016-09-29,120601500 ,0,16187,77,일본,일본,(주)디스테이션
187,더 웨이브,2016-07-13,126516321 ,0,16108,140,노르웨이,노르웨이,(주)팝엔터테인먼트
188,"나의 위대한 친구, 세잔",2016-12-15,117451500 ,0,15991,49,프랑스,프랑스,그린나래미디어(주)
189,키즈모노가타리 II : 열혈편,2016-10-20,122123000 ,0,15800,69,일본,일본,(주)박수엔터테인먼트
190,호비와 동화나라 대모험,2016-12-08,110170000 ,0,15603,81,일본,일본,(주)머스트씨무비릴리징컴퍼니
191,아이 인 더 스카이,2016-07-14,118481200 ,0,15571,205,영국,영국,판씨네마(주)
192,라스트 홈,2016-04-07,118479000 ,0,15258,163,미국,미국,(주)브리즈픽처스
193,비거 스플래쉬,2016-08-03,120406129 ,0,15201,40,이탈리아,"이탈리아,프랑스",찬란
194,자객 섭은낭,2016-02-04,117943700 ,0,15167,52,대만,대만,(주)영화사 진진
195,하나와 미소시루,2016-04-27,114304038 ,0,15096,104,일본,일본,(주)영화사 진진
196,트윈스터즈,2016-03-03,119737100 ,0,14972,126,미국,"미국,프랑스,한국,영국",CGV아트하우스
197,나쁜놈은 죽는다,2016-02-04,117273700 ,0,14942,138,중국,"중국,한국","TCO(주)더콘텐츠온,(유)조이앤시네마"
198,슈퍼소닉,2016-11-24,124067600 ,0,14785,38,영국,영국,주식회사 씨네룩스
199,캡틴 판타스틱,2016-11-30,109086900 ,0,14330,86,미국,미국,"(주)팝엔터테인먼트,주식회사 더쿱"
200,아노말리사,2016-03-30,115387000 ,0,14153,93,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
201,산이 울다,2016-05-25,105288700 ,0,13880,107,중국,중국,(주)팝엔터테인먼트
202,디시에르토,2016-10-05,103452500 ,0,13812,119,멕시코,"멕시코,프랑스",(주)제이앤씨미디어그룹
203,와와의 학교 가는 날,2016-10-27,70065800 ,0,13314,48,중국,중국,(주)마노엔터테인먼트
204,미스터 라잇,2016-06-16,92430800 ,0,12465,92,미국,미국,(주)누리픽쳐스
205,시카리오: 암살자의 도시,2015-12-03,102352240 ,0,12294,227,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
206,도성풍운 3,2016-11-30,67033500 ,0,12135,51,홍콩,홍콩,(주)드림팩트엔터테인먼트
207,겁쟁이 페달: 더 무비,2016-01-14,83591192 ,0,11777,52,일본,일본,(주)미디어캐슬
208,호두까기 인형: 장난감 왕국 대모험,2016-12-15,83577400 ,0,11720,96,페루,페루,THE 픽쳐스
209,미니 자이언트,2016-01-28,72748500 ,0,11703,46,영국,영국,(주)박수엔터테인먼트
210,썸니아,2016-05-25,92785045 ,0,11662,200,미국,미국,(주)박수엔터테인먼트
211,사랑이 이끄는 대로,2016-09-01,87786900 ,0,11491,45,프랑스,프랑스,그린나래미디어(주)
212,마일스,2016-08-10,92868983 ,0,11375,52,미국,미국,(주)영화사 빅
213,몽키킹2: 서유기 여정의 시작,2016-05-19,49077600 ,0,11156,54,중국,중국,THE 픽쳐스
214,라우더 댄 밤즈,2016-10-27,89283700 ,0,11143,55,노르웨이,"노르웨이,프랑스,덴마크",그린나래미디어(주)
215,"사랑해, 매기",2016-07-27,79913000 ,0,10676,66,멕시코,멕시코,와이드 릴리즈(주)
216,최악의 이웃과 사랑에 빠지는 방법,2016-04-07,83832300 ,0,10472,121,프랑스,프랑스,와이드 릴리즈(주)
217,업 포 러브,2016-12-21,79593000 ,0,10131,64,프랑스,프랑스,(주)엣나인필름
218,어바웃 레이,2016-11-24,73962502 ,0,10052,73,미국,미국,오퍼스픽쳐스(유)
219,바다의 노래: 벤과 셀키요정의 비밀,2016-01-14,69828300 ,0,9826,141,아일랜드,"아일랜드,덴마크,벨기에,룩셈부르크,프랑스",(주)영화사 진진
220,마신자 - 빨간 옷 소녀의 저주,2016-07-21,78103700 ,0,9761,129,대만,대만,(주)키다리이엔티
221,오만과 편견 그리고 좀비,2016-05-25,76846300 ,0,9717,138,미국,"미국,영국",(주)이수C&E
222,킬 미 달링,2016-01-28,72912300 ,0,9558,58,네덜란드,"네덜란드,벨기에,독일,아일랜드",(주)블룸즈베리리소시스리미티드
223,사랑과 음악사이,2016-04-27,65718700 ,0,9148,143,미국,"미국,캐나다",(주)영화사 빅
224,줄리에타,2016-11-17,69825500 ,0,8840,36,스페인,스페인,주식회사 쇼미미디어앤트레이딩
225,햄릿,2016-11-24,114395000 ,0,8657,22,영국,영국,메가박스중앙(주)
226,신밧드 더 무비,2016-12-01,59562700 ,0,8630,158,일본,일본,와이드 릴리즈(주)
227,비틀즈: 하드 데이즈 나이트,2016-05-05,67382500 ,0,8576,41,영국,영국,찬란
228,귀담백경,2016-10-19,66605500 ,0,8297,182,일본,일본,(주)박수엔터테인먼트
229,로렐,2016-07-07,62368400 ,0,8289,62,미국,미국,(주)엣나인필름
230,제3의 사랑,2016-05-19,58347400 ,0,8108,138,중국,중국,(주)쇼박스
231,백트랙,2016-01-21,61638600 ,0,8078,92,호주,호주,(주)디스테이션
232,유리의 꽃과 부수는 세계,2016-04-21,50232000 ,0,8028,57,일본,일본,주식회사 더쿱
233,꼬마기사 트랭크,2016-06-16,57403200 ,0,7930,174,독일,독일,(주)디스테이션
234,쥬랜더 리턴즈,2016-08-31,58151000 ,0,7853,178,미국,미국,(주)스톰픽쳐스코리아
