순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사
56,돌멩이,2020-10-15,150783400 ,0,18122,425,한국,한국,(주)리틀빅픽쳐스
57,밥정,2020-10-07,129030940 ,0,16425,182,한국,한국,(주)엣나인필름
58,초미의 관심사,2020-05-27,128698360 ,0,16137,380,한국,한국,(주)트리플픽쳐스
59,핑크퐁 시네마 콘서트 : 우주대탐험,2020-01-30,118488500 ,0,15229,182,한국,한국,더핑크퐁컴퍼니(주)
60,부활,2020-07-09,113296500 ,0,14537,83,한국,한국,(주)중헌홀딩스
61,사랑하고 있습니까,2020-03-25,102673840 ,0,12878,295,한국,한국,주식회사 블루필름웍스
62,나는보리,2020-05-21,83320360 ,0,11579,158,한국,한국,(주)영화사 진진
63,잔칫날,2020-12-02,85579490 ,0,11057,240,한국,한국,(주)트리플픽쳐스
64,도망친 여자,2020-09-17,86428240 ,0,10267,143,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
65,69세,2020-08-20,76642190 ,0,9511,105,한국,한국,(주)엣나인필름
66,갱,2020-01-16,15304640 ,0,9463,53,한국,한국,(주)삼백상회
67,카일라스 가는 길,2020-09-03,71290540 ,0,9389,47,한국,한국,(주)영화사 진진
68,요가학원 : 죽음의 쿤달리니,2020-11-18,79973140 ,0,9128,267,한국,한국,(주)스마일이엔티
69,종이꽃,2020-10-22,61393310 ,0,7324,256,한국,한국,(주)스튜디오 보난자
70,몽마르트 파파,2020-01-09,48610800 ,0,6580,42,한국,한국,(주)트리플픽쳐스
71,아내를 죽였다,2019-12-11,29452000 ,0,5798,556,한국,한국,(주)케이티알파
72,불량한 가족,2020-07-09,46964940 ,0,5477,161,한국,한국,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)"
73,윤희에게,2019-11-14,41753308 ,0,5224,317,한국,한국,(주)리틀빅픽쳐스
74,젊은이의 양지,2020-10-28,44082770 ,0,5199,108,한국,한국,(주)리틀빅픽쳐스
75,후쿠오카,2020-08-27,42037020 ,0,5161,101,한국,한국,"(주)률필름,㈜인디스토리"
76,이장,2020-03-25,40593040 ,0,5070,82,한국,한국,㈜인디스토리
77,슈팅걸스,2020-05-06,37335060 ,0,4755,207,한국,한국,(주)영화사오원
78,봉쇄수도원 카르투시오,2020-11-19,40231710 ,0,4732,125,한국,한국,커넥트픽쳐스(주)
79,담쟁이,2020-10-28,34762130 ,0,4376,93,한국,한국,(주)트리플픽쳐스
80,다시 만난 날들,2020-09-24,38199780 ,0,4282,105,한국,한국,(주)영화사오원
81,부산행:익스텐디드,2020-07-01,32808500 ,0,4117,88,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
82,매지컬: 공주를 웃겨라,2020-09-17,31809670 ,0,4077,220,한국,한국,(주)에이원엔터테인먼트
83,증발,2020-11-12,29247300 ,0,4012,35,한국,한국,㈜인디스토리
84,럭키 몬스터,2020-12-03,31497310 ,0,3907,101,한국,한국,(주)영화사 그램
85,들리나요?,2020-06-10,40817140 ,0,3905,103,한국,한국,(주)트리플픽쳐스
86,카오산 탱고,2020-07-30,30281860 ,0,3731,45,한국,한국,(주)영화사 그램
87,어서오시게스트하우스,2020-08-13,31651670 ,0,3615,58,한국,한국,(주)리틀빅픽쳐스
88,비행,2020-03-19,28441440 ,0,3326,128,한국,한국,"아이 엠,(주)케이티알파"
89,용루각: 비정도시,2020-12-03,18522210 ,0,3038,22,한국,한국,(주)드림팩트엔터테인먼트
90,런 보이 런,2020-05-28,20893740 ,0,2956,25,한국,한국,(주)라온컴퍼니플러스
91,공수도,2020-04-09,25089500 ,0,2950,79,한국,한국,(주)그노스
92,"안녕, 미누",2020-05-27,22966500 ,0,2850,25,한국,한국,"영화사 풀,(주)영화사 친구"
93,벌새,2019-08-29,22672400 ,0,2721,145,한국,한국,"(주)엣나인필름,(주)콘텐츠판다"
94,스웨그,2020-12-10,25739180 ,0,2713,118,한국,한국,(주)영화사오원
95,알피니스트 - 어느 카메라맨의 고백,2020-10-15,21008430 ,0,2630,21,한국,한국,(주)민치앤필름
96,광주비디오: 사라진 4시간,2020-07-16,19897980 ,0,2623,70,한국,한국,(주)인디플러그
97,고양이 집사,2020-05-14,22290240 ,0,2601,49,한국,한국,㈜인디스토리
98,악몽,2020-03-12,21953720 ,0,2553,165,한국,한국,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)"
99,열혈형사,2020-06-18,20539960 ,0,2492,121,한국,한국,(주)제이앤씨미디어그룹
100,나를 구하지 마세요,2020-09-10,20780800 ,0,2390,79,한국,한국,(주)리틀빅픽쳐스
101,내언니전지현과 나,2020-12-03,19656800 ,0,2306,36,한국,한국,호우주의보
102,피원에이치 : 새로운 세계의 시작,2020-10-08,21109200 ,0,2284,87,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
103,제인의 썸머,2020-06-18,12575500 ,0,2182,43,한국,한국,"(주)키다리이엔티,(주)스마일이엔티"
104,웰컴 투 X-월드,2020-10-29,16702400 ,0,2093,23,한국,한국,(주)시네마달
105,태백권,2020-08-20,14307800 ,0,2018,62,한국,한국,(주)드림팩트엔터테인먼트
106,바람의 언덕,2020-04-23,14088900 ,0,1979,28,한국,한국,영화사 삼순
107,장마,2020-02-27,12096000 ,0,1962,1,한국,한국,영화사 무명
108,미스터 보스,2020-12-30,14711600 ,0,1954,226,한국,한국,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)"
109,작은 빛,2020-01-23,15038960 ,0,1926,21,한국,한국,(주)시네마달
110,리메인,2020-08-27,15138100 ,0,1925,45,한국,한국,(주)영화사오원
111,기억의 전쟁,2020-02-27,15925340 ,0,1882,14,한국,한국,(주)시네마달
112,팡파레,2020-07-09,16058980 ,0,1848,24,한국,한국,㈜인디스토리
113,디어 마이 지니어스,2020-10-22,10582400 ,0,1807,14,한국,한국,필름다빈
114,공포체험라디오 4DX,2020-09-16,16604000 ,0,1794,37,한국,한국,"CGV ICECON,씨제이포디플렉스 주식회사"
115,성혜의 나라,2020-01-30,14491980 ,0,1785,28,한국,한국,아이 엠
116,범털,2020-05-14,14023560 ,0,1741,48,한국,한국,(주)피터팬픽쳐스
117,프리즈너,2020-07-23,13642360 ,0,1681,49,한국,한국,(주)박수엔터테인먼트
118,김일성의 아이들,2020-06-25,13076500 ,0,1667,13,한국,한국,다큐스토리
119,얼굴없는 보스: 못다한 이야기 감독판,2020-05-13,12157200 ,0,1662,50,한국,한국,"(주)좋은 하늘,(주)박수엔터테인먼트"
120,기도하는 남자,2020-02-20,13444920 ,0,1616,34,한국,한국,(주)랠리버튼
121,욕창,2020-07-02,11635580 ,0,1484,17,한국,한국,필름다빈
122,겨울밤에,2020-12-10,12003970 ,0,1387,49,한국,한국,㈜인디스토리
123,황무지 5월의 고해,2020-10-28,10624500 ,0,1314,39,한국,한국,시네마 뉴원
124,그녀의 비밀정원,2020-04-22,9966880 ,0,1254,79,한국,한국,"(유)조이앤시네마,(주)제이앤씨미디어그룹"
125,바다로 가자,2020-06-18,8370500 ,0,1246,15,한국,한국,ZONE Film
126,앙상블,2020-11-05,11531610 ,0,1245,52,한국,한국,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)"
127,뮤직 앤 리얼리티,2020-12-23,10034950 ,0,1152,38,한국,"한국,미국","(주)미로스페이스,(주)스튜디오 보난자"
128,국도극장: 감독판,2020-05-29,9046000 ,0,1106,1,한국,한국,명필름랩
129,어제 일은 모두 괜찮아,2019-11-21,4439000 ,0,1095,87,한국,한국,(주)삼백상회
130,마지막 휴가,2020-12-10,8849000 ,0,1075,11,한국,한국,(주)드림팩트엔터테인먼트
131,구르는 수레바퀴,2020-09-23,8510000 ,0,1072,4,한국,한국,아방가르드 필름
132,청춘빌라 살인사건,2020-01-02,6714500 ,0,1068,6,한국,한국,(주)미로스페이스
133,동아시아반일무장전선,2020-08-20,8328000 ,0,1060,23,한국,한국,아이 엠
134,어게인,2020-07-30,8008500 ,0,1027,22,한국,한국,(주)에스와이코마드
135,아르코라이브 뮤지컬 안테모사,2020-03-25,12059500 ,0,1016,16,한국,한국,(주)아이디어랩
136,산티아고의 흰 지팡이,2020-03-19,7799460 ,0,1006,21,한국,한국,제이리미디어
137,이태원,2019-12-05,8247000 ,0,960,15,한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
138,파도를 걷는 소년,2020-05-14,7954220 ,0,943,25,한국,한국,매치컷(주)
139,구직자들,2020-11-12,8404650 ,0,920,29,한국,한국,(주)이놀미디어
140,82년생 김지영,2019-10-23,7202000 ,0,863,1486,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
140,디아스포라의 노래 : 아리랑 로드,2019-12-12,4325000 ,0,863,7,한국,한국,(주)드림팩트엔터테인먼트
142,에듀케이션,2020-11-26,7263670 ,0,858,23,한국,한국,영화배급협동조합 씨네소파
143,헤로니모,2019-11-21,5715000 ,0,842,68,한국,"한국,미국",커넥트픽쳐스(주)
144,나의이름,2020-10-14,6997500 ,0,833,38,한국,한국,시네마 뉴원
145,"이별유예, 일주일",2020-12-09,7586000 ,0,779,29,한국,한국,(주)유어스토리블루
146,이별식당,2020-08-27,5956740 ,0,757,24,한국,한국,"(주)에스와이코마드,아이 엠"
147,메기,2019-09-26,6143000 ,0,745,155,한국,한국,"(주)엣나인필름,CGV아트하우스"
148,블랙머니,2019-11-13,3500000 ,0,700,1117,한국,한국,(주)에이스메이커무비웍스
149,여름날,2020-08-20,5305480 ,0,682,12,한국,한국,영화배급협동조합 씨네소파
150,하트,2020-02-27,5337500 ,0,672,11,한국,한국,필름다빈
151,나는 나를 해고하지 않는다,2021-01-28,5193000 ,0,658,313,한국,한국,(주)영화사 진진
152,테우리,2020-07-09,4414980 ,0,520,16,한국,한국,(주)26컴퍼니
153,메피스토,2020-09-10,4054900 ,0,502,30,한국,한국,(주)영화사 그램
154,영화로운 나날,2019-12-12,3828500 ,0,493,17,한국,한국,㈜인디스토리
155,까치발,2021-06-03,2426000 ,0,476,27,한국,한국,(주)시네마달
156,월성,2019-12-12,3003500 ,0,468,26,한국,한국,(주)리틀빅픽쳐스
157,늙은 부부이야기: 스테이지 무비,2020-08-19,4396500 ,0,432,16,한국,한국,예술의전당
158,정말 먼 곳,2021-03-18,2943000 ,0,395,204,한국,한국,그린나래미디어(주)
159,루비,2020-07-30,3271900 ,0,381,12,한국,한국,주식회사 더쿱
160,부부교환 하던 날,2020-02-26,1932000 ,0,355,20,한국,한국,(주)소나무픽쳐스
161,낮손님,2020-04-15,2404500 ,0,345,19,한국,한국,시네마 뉴원
162,국도극장,2020-05-29,2581000 ,0,337,7,한국,한국,명필름랩
163,스윈들러,2020-10-08,2634000 ,0,330,16,한국,한국,(주)이놀미디어
164,犬견 : 버려진 아이들,2020-10-18,996000 ,0,315,1,한국,한국,주식회사 씨엠닉스
165,빛과 철,2021-02-18,2103000 ,0,303,161,한국,한국,찬란
166,삽질,2019-11-14,2060000 ,0,294,171,한국,한국,(주)엣나인필름
167,세트플레이,2020-12-10,2407000 ,0,286,16,한국,한국,"주식회사 블루필름웍스,(주)무빙픽쳐스컴퍼니"
168,산상수훈,2017-12-07,3206000 ,0,284,71,한국,한국,"이언픽쳐스,(주)그란"
169,머리카락,2020-12-10,2505670 ,0,279,12,한국,한국,"목영이엔엠,(주)다자인소프트"
170,젊은 모녀,2020-09-10,1562000 ,0,269,20,한국,한국,(주)소나무픽쳐스
171,시호,2020-02-27,2310000 ,0,260,6,한국,한국,"주식회사 마운틴픽쳐스,주식회사 블루필름웍스"
172,대통령의 7시간,2019-11-14,1992000 ,0,256,84,한국,한국,"(주)씨네포트,주식회사 마운틴픽쳐스"
173,참한 누나,2020-02-19,1323000 ,0,252,19,한국,한국,(주)소나무픽쳐스
174,호흡,2019-12-19,1227000 ,0,246,22,한국,한국,(주)영화사 그램
175,환각섹스,2020-04-03,1183000 ,0,244,10,한국,한국,(주)케이알씨지
175,과외 누나,2020-01-03,1183000 ,0,244,20,한국,한국,(주)케이알씨지
175,엄마와 딸,2020-01-30,1183000 ,0,244,20,한국,한국,(주)케이알씨지
175,누드모델의 목적,2020-04-03,1183000 ,0,244,10,한국,한국,(주)케이알씨지
179,"시, 나리오",2020-07-02,1928000 ,0,243,18,한국,한국,(주)노바이앤티
180,족벌 두 신문 이야기,2021-01-01,1936000 ,0,242,10,한국,한국,(주)엣나인필름
180,스폰서 X,2020-03-27,1181000 ,0,242,18,한국,한국,(주)케이알씨지
180,블라인드 파트너,2020-03-19,1181000 ,0,242,18,한국,한국,(주)케이알씨지
183,새엄마의 목적,2020-03-19,1180000 ,0,241,17,한국,한국,(주)케이알씨지
184,천년여우 구미호,2020-12-03,957000 ,0,231,11,한국,한국,(주)케이알씨지
185,인플루언서,2020-11-25,2292900 ,0,229,7,한국,한국,(주)인터오리진아이엔씨
186,7월7일,2020-09-02,1846560 ,0,219,18,한국,한국,(주)이놀미디어
187,더스트맨,2021-04-07,1484000 ,0,215,47,한국,한국,(주)트리플픽쳐스
188,이별의 목적,2020-09-10,1690470 ,0,214,15,한국,한국,주식회사 블루필름웍스
188,속물들,2019-12-12,1161800 ,0,214,95,한국,한국,(주)삼백상회
190,개 같은 것들,2020-12-17,1797000 ,0,207,2,한국,한국,(주)콘텐츠윙
191,당신의 사월,2021-04-01,1520500 ,0,200,59,한국,한국,(주)시네마달
191,행동하는 양심 김대중,2019-11-28,1800000 ,0,200,86,한국,한국,주식회사 마운틴픽쳐스
193,우리는 매일매일,2021-06-30,1436000 ,0,192,,한국,한국,㈜인디스토리
194,두 번째 엄마-불륜정사,2020-12-03,912000 ,0,191,20,한국,한국,(주)케이알씨지
195,기억할 만한 지나침,2019-12-19,1215000 ,0,187,2,한국,한국,영화배급협동조합 씨네소파
196,카센타,2019-11-27,1080000 ,0,180,138,한국,한국,(주)트리플픽쳐스
197,섹스의 세계,2020-09-17,940000 ,0,174,25,한국,한국,(주)컨텐츠 빌리지
197,기색충,2020-09-10,940000 ,0,174,25,한국,한국,(주)컨텐츠 빌리지
199,음란 과외 3,2020-11-26,954000 ,0,171,20,한국,한국,(주)컨텐츠 빌리지
199,무한정사,2020-01-02,940000 ,0,171,20,한국,한국,오디씨네마
199,주말 오후6시의 연인,2020-01-16,943000 ,0,171,20,한국,한국,(주)나우콘텐츠
202,주인집 딸,2020-05-07,942000 ,0,170,21,한국,한국,(주)컨텐츠 빌리지
202,도도녀 길들이기,2020-01-10,937000 ,0,170,20,한국,한국,영드래곤 미디어
202,그녀의 모유는 백신,2020-08-21,937000 ,0,170,20,한국,한국,(주)담화
205,처제의 비밀,2020-01-29,933000 ,0,169,20,한국,한국,(주)나우콘텐츠
205,대리 남편,2020-01-03,933000 ,0,169,20,한국,한국,주식회사 제이씨엔터웍스
205,막내 처제 2,2020-03-12,933000 ,0,169,20,한국,한국,(주)컨텐츠 빌리지
205,젊은엄마5,2020-04-08,943000 ,0,169,20,한국,한국,유한회사 영화사 반딧불
205,이모의유혹3,2020-05-29,946000 ,0,169,20,한국,한국,스마일컨텐츠
205,용주골 2,2020-11-12,960000 ,0,169,20,한국,한국,(주)컨텐츠 빌리지
205,어린 그녀,2020-04-09,943000 ,0,169,20,한국,한국,(주)컨텐츠 빌리지
205,주부남편의 발기찬 바깥생활,2020-07-31,935000 ,0,169,20,한국,한국,(주)담화
205,관전녀2,2020-11-06,955000 ,0,169,20,한국,한국,(주)컨텐츠 빌리지
205,18 섹시퀸 유진의 섹스 스캔들,2020-11-13,968000 ,0,169,20,한국,한국,케이엘 픽쳐스
205,어린 처형 3,2020-01-09,934000 ,0,169,20,한국,한국,(주)컨텐츠 빌리지
205,엄마의 일기,2020-01-30,933000 ,0,169,20,한국,한국,(주)컨텐츠 빌리지
205,의붓 여동생,2020-02-07,933000 ,0,169,20,한국,한국,(주)가온콘텐츠
205,여선생3,2020-03-20,933000 ,0,169,20,한국,한국,(주)영화사히트
205,어린 엄마4,2020-10-23,935000 ,0,169,20,한국,한국,(주)컨텐츠 빌리지
205,아내와 내 친구들,2020-01-03,934000 ,0,169,20,한국,한국,(주)나우콘텐츠
205,딸의 일기,2020-02-13,938000 ,0,169,20,한국,한국,(주)컨텐츠 빌리지
205,형수 길들이기,2020-10-07,935000 ,0,169,20,한국,한국,(주)컨텐츠 빌리지
205,애완남,2020-10-23,935000 ,0,169,20,한국,한국,(주)컨텐츠 빌리지
205,누나의 일기,2020-02-20,938000 ,0,169,20,한국,한국,(주)컨텐츠 빌리지
205,처제가 왜 거기서 나와?,2020-12-23,935000 ,0,169,20,한국,한국,(주)컨텐츠 빌리지
205,초대녀 3,2020-12-10,940000 ,0,169,20,한국,한국,(주)컨텐츠 빌리지
205,어린 관리사,2020-01-10,933000 ,0,169,20,한국,한국,(주)영화사히트
205,어린 누나 4,2020-01-23,933000 ,0,169,20,한국,한국,(주)컨텐츠 빌리지
205,어린 처제 4,2020-03-19,931000 ,0,169,20,한국,한국,(주)컨텐츠 빌리지
205,몽정 : 파는여자,2020-04-09,936000 ,0,169,20,한국,한국,(주)나우콘텐츠
205,옆집소녀4,2020-07-03,940000 ,0,169,19,한국,한국,스마일컨텐츠
205,불륜의 세계,2020-07-10,965000 ,0,169,20,한국,한국,영드래곤 미디어
205,구멍동서,2020-07-20,961000 ,0,169,20,한국,한국,영드래곤 미디어
205,어린 이모 3,2020-01-02,933000 ,0,169,20,한국,한국,(주)컨텐츠 빌리지
235,새아가,2020-04-23,883000 ,0,167,20,한국,한국,(주)컨텐츠 빌리지
235,딸의 친구 5,2020-04-23,883000 ,0,167,20,한국,한국,(주)컨텐츠 빌리지
237,사내정사: 은밀한 회의실,2020-04-24,821000 ,0,165,20,한국,한국,두리컴
238,좋은 여자,2020-05-28,1217000 ,0,163,5,한국,한국,(주)트리필름
239,자매들:감금의 추억,2020-01-17,888000 ,0,160,20,한국,한국,주식회사 플릭스코
240,교회오빠,2019-05-16,1499000 ,0,154,200,한국,한국,커넥트픽쳐스(주)
241,이타미 준의 바다,2019-08-15,865000 ,0,144,57,한국,한국,(주)영화사 진진
242,어린 구멍,2020-08-13,650000 ,0,138,20,한국,한국,(주)컨텐츠 빌리지
242,구멍 교환,2020-08-27,650000 ,0,138,20,한국,한국,(주)컨텐츠 빌리지
242,김비서는 정말 왜 그럴까?,2020-09-03,650000 ,0,138,20,한국,한국,(주)컨텐츠 빌리지
242,나는 야한 여자가 좋다 4,2020-07-30,650000 ,0,138,20,한국,한국,(주)컨텐츠 빌리지
242,배달노출2 : 초대남과 좋아죽는 와이프,2020-05-29,653000 ,0,138,20,한국,한국,밀크픽처스
242,장모님들의 사랑,2020-05-13,689000 ,0,138,20,한국,한국,(주)소나무픽쳐스
242,가자 장미여관으로 4,2020-05-28,650000 ,0,138,20,한국,한국,(주)컨텐츠 빌리지
242,마누라 공유하기,2020-08-13,650000 ,0,138,20,한국,한국,(주)컨텐츠 빌리지
250,좀비파이터,2020-04-16,1137000 ,0,136,5,한국,한국,(주)미로스페이스
251,화끈한 미용실,2020-09-09,672000 ,0,134,20,한국,한국,(주)영화사가을
251,여동생의 사생활,2020-02-14,641000 ,0,134,16,한국,한국,(주)케이알씨지
251,외출 3,2020-09-28,672000 ,0,134,19,한국,한국,(주)영화사가을
254,선샤인 패밀리,2020-12-31,1168100 ,0,133,26,한국,"한국,필리핀",시네마 뉴원
255,혼 : 공포의 시작,2020-02-13,945000 ,0,131,9,한국,한국,(주)드림팩트엔터테인먼트
256,설화,2020-04-16,743000 ,0,129,4,한국,한국,(주)유비네트워크
257,죽도 서핑 다이어리,2020-05-07,419000 ,0,125,2,한국,한국,(주)에스와이코마드
258,친구누나들,2020-03-20,639000 ,0,110,20,한국,한국,스마일컨텐츠
258,가슴 큰 연주,2020-06-16,647000 ,0,110,20,한국,한국,케이엘 픽쳐스
258,어린과부,2020-08-11,637000 ,0,110,20,한국,한국,제뉴어리이공 현프로
258,수상한동거,2020-01-09,639000 ,0,110,20,한국,한국,스마일컨텐츠
258,후배부부와교환섹스2,2020-02-07,639000 ,0,110,20,한국,한국,스마일컨텐츠
258,김복동,2019-08-08,770000 ,0,110,366,한국,한국,(주)엣나인필름
258,예민한 모녀,2020-07-28,633000 ,0,110,20,한국,한국,(주)픽쳐레스크
258,어린 여동생2,2020-04-03,645000 ,0,110,20,한국,한국,스마일컨텐츠
266,머피와 샐리의 법칙,2020-05-20,212000 ,0,106,1,한국,한국,에이 라이프
267,아르코라이브 의자 고치는 여인,2020-05-20,1205500 ,0,102,6,한국,한국,(주)아이디어랩
267,녹차의 중력,2019-11-28,797500 ,0,102,4,한국,한국,주식회사 마운틴픽쳐스
269,극장판 타오르지마 버스터-블랙어썰트의 귀환,2019-12-05,588000 ,0,98,259,한국,한국,(주)이수C&E
270,엄마 바람피게하기,2020-01-16,237000 ,0,92,5,한국,한국,주식회사 마운틴픽쳐스
271,파이터,2021-03-18,607000 ,0,85,74,한국,한국,㈜인디스토리
272,배달노출 : 알몸으로 유혹하기,2020-04-17,412000 ,0,81,20,한국,한국,밀크픽처스
273,엄마와 딸의 은밀한 밤,2020-04-07,400000 ,0,80,20,한국,한국,(주)로드하우스
274,엄마의 남자친구,2020-04-01,395000 ,0,79,20,한국,한국,(주)로드하우스
274,아내의 비밀남자,2020-03-18,400000 ,0,79,20,한국,한국,(주)로드하우스
