순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사
54,아메리칸 메이드,2017-09-14,3175539145 ,0.004,401541,691,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
55,러빙 빈센트,2017-11-09,3061456861 ,0.004,384540,272,영국,"영국,폴란드","(주)스튜디오디에이치엘,판씨네마(주)"
56,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,2694247700 ,0.003,366442,526,러시아,러시아,(주)이수C&E
57,어쌔신 크리드,2017-01-11,2899784921 ,0.003,355913,566,미국,"미국,영국,프랑스",이십세기폭스코리아(주)
58,플립,2017-07-12,2818791900 ,0.003,354601,249,미국,미국,(주)팝엔터테인먼트
59,몬스터 패밀리,2017-12-21,2531182700 ,0.003,341614,617,독일,독일,(주)키다리이엔티
60,내 사랑,2017-07-12,2457103625 ,0.003,336106,233,아일랜드,"아일랜드,캐나다",오드
61,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,2017-07-20,2417712700 ,0.003,333082,547,일본,일본,(주)씨제이이엔엠
62,옥자,2017-06-29,2432883900 ,0.003,321550,111,미국,미국,(주)넥스트엔터테인먼트월드(NEW)
63,블레이드 러너 2049,2017-10-12,2764093365 ,0.003,321424,664,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
64,빅풋 주니어,2017-08-09,2260352900 ,0.003,320545,437,벨기에,"벨기에,프랑스",(주)이수C&E
65,존 윅 - 리로드,2017-02-22,2205582600 ,0.003,276379,250,미국,미국,"와이드 릴리즈(주),(주)제이앤씨미디어그룹"
66,목소리의 형태,2017-05-09,2170292214 ,0.003,275983,466,일본,일본,(주)디스테이션
67,딥,2017-10-03,1772272000 ,0.002,230068,441,스페인,스페인,(주)이수C&E
68,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,1581375300 ,0.002,215203,486,일본,일본,(주)씨제이이엔엠
69,어쌔신: 더 비기닝,2017-12-07,1593848000 ,0.002,205368,528,미국,미국,(주)이수C&E
70,발레리나,2017-02-09,1517736400 ,0.002,202411,434,프랑스,"프랑스,캐나다",판씨네마(주)
71,50가지 그림자: 심연,2017-02-09,1589180900 ,0.002,189620,435,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
72,핵소 고지,2017-02-22,1342081900 ,0.002,177601,442,미국,"미국,호주",판씨네마(주)
73,문라이트,2017-02-22,1403639195 ,0.002,177483,173,미국,미국,CGV아트하우스
74,"나는 내일, 어제의 너와 만난다",2017-10-12,1344808900 ,0.002,175518,206,일본,일본,(주)디스테이션
75,예수는 역사다,2017-07-13,1242169400 ,0.001,172414,217,미국,미국,"길갈,(재)CBS"
76,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017-08-10,1181952900 ,0.001,167052,351,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
77,더 큐어,2017-02-15,1331883200 ,0.002,159948,419,미국,"미국,독일",이십세기폭스코리아(주)
78,아토믹 블론드,2017-08-30,1177725658 ,0.001,155368,471,미국,미국,(주)키다리이엔티
79,레고 닌자고 무비,2017-09-28,1149394400 ,0.001,154966,459,미국,미국,워너브러더스 코리아(주)
80,레고 배트맨 무비,2017-02-09,1175424305 ,0.001,148760,427,미국,미국,워너브러더스 코리아(주)
81,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,1055895200 ,0.001,137052,232,일본,일본,(주)씨제이이엔엠
82,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,999362100 ,0.001,128472,215,일본,일본,(주)씨제이이엔엠
83,루돌프와 많이있어,2016-12-28,944763200 ,0.001,126483,375,일본,일본,(주)씨제이이엔엠
84,마이펫 오지,2017-02-16,913514950 ,0.001,124318,393,스페인,"스페인,캐나다",롯데쇼핑㈜롯데엔터테인먼트
85,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,905611600 ,0.001,119197,334,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
86,파리로 가는 길,2017-08-03,933298300 ,0.001,119171,79,미국,미국,(주)티캐스트
87,킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,981891500 ,0.001,119135,92,일본,일본,"동우에이앤이(주),(주)박수엔터테인먼트"
88,극장판 소드 아트 온라인 -오디널 스케일-,2017-02-23,897598000 ,0.001,117401,124,일본,일본,(주)박수엔터테인먼트
89,직쏘,2017-11-02,972332500 ,0.001,111506,175,미국,미국,㈜코리아스크린
90,베이블레이드 버스트 갓 : 갓 발키리의 탄생,2017-06-01,827511500 ,0.001,109358,198,일본,일본,(주)씨제이이엔엠
91,라이언,2017-02-01,778355700 ,0.001,104218,205,호주,"호주,영국,미국",(주)이수C&E
92,딥워터 호라이즌,2017-01-25,775611543 ,0.001,100021,433,미국,미국,플러스엠 엔터테인먼트
93,다크타워: 희망의 탑,2017-08-23,761759275 ,0.001,97017,497,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
94,인비저블 게스트,2017-09-21,762930200 ,0.001,94877,232,스페인,스페인,(주)더블앤조이픽쳐스
95,사일런스,2017-02-28,700818300 ,0.001,94750,342,미국,"미국,대만,멕시코",(주)키다리이엔티
96,노 게임 노 라이프 -제로-,2017-10-19,738618300 ,0.001,90643,121,일본,일본,(주)박수엔터테인먼트
97,몬스터 콜,2017-09-14,699851900 ,0.001,89560,349,스페인,스페인,롯데쇼핑㈜롯데엔터테인먼트
98,지랄발광 17세,2017-06-28,656251800 ,0.001,83258,90,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
99,파도가 지나간 자리,2017-03-08,638371200 ,0.001,82717,276,미국,"미국,뉴질랜드,영국",CGV아트하우스
100,원더,2017-12-27,632389700 ,0.001,81680,183,미국,미국,"CGV아트하우스,그린나래미디어(주)"
101,꼬마참새 리차드: 아프리카 원정대,2017-06-15,599076600 ,0.001,81136,319,독일,"독일,벨기에,룩셈부르크,노르웨이",(주)키다리이엔티
102,너와 100번째 사랑,2017-05-25,632544500 ,0.001,80415,140,일본,일본,(주)디스테이션
103,드래곤 스펠: 마법 꽃의 비밀,2017-08-15,582071200 ,0.001,79446,164,독일,"독일,우크라이나",㈜코리아스크린
104,오즈: 신기한 마법가루,2017-07-20,565456600 ,0.001,78440,343,러시아,러시아,(주)스마일이엔티
105,오두막,2017-04-20,581005200 ,0.001,75657,396,미국,미국,판씨네마(주)
106,패트리어트 데이,2017-04-06,593983618 ,0.001,74827,375,미국,미국,(주)이수C&E
107,바다 탐험대 옥토넛 시즌4: 더 파이널,2017-06-01,481425000 ,0.001,73797,167,영국,영국,와이드 릴리즈(주)
108,파워레인져스: 더 비기닝,2017-04-20,570203561 ,0.001,72495,479,미국,미국,(주)넥스트엔터테인먼트월드(NEW)
109,더 서클,2017-06-22,578129700 ,0.001,71362,169,미국,미국,(주)키다리이엔티
110,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,2017-11-09,501257700 ,0.001,65895,370,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
111,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,2016-12-22,480445900 ,0.001,63372,480,일본,일본,(주)이수C&E
112,리틀 프린세스 소피아 : 신비한 섬,2017-09-28,441475500 ,0.001,62454,135,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
113,극장판 쿠로코의 농구 라스트 게임,2017-04-27,462290000 ,0.001,62393,96,일본,일본,(주)박수엔터테인먼트
114,더 크리스마스,2017-12-21,461785500 ,0.001,62082,158,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
115,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,404919500 ,0,60935,145,영국,영국,와이드 릴리즈(주)
116,나의 붉은고래,2017-06-15,445520500 ,0.001,58449,390,중국,중국,(주)영화사 빅
117,래빗 스쿨,2017-11-23,401768900 ,0,55784,314,독일,독일,예지림엔터테인먼트
118,맨체스터 바이 더 씨,2017-02-15,446621000 ,0.001,55658,109,미국,미국,THE 픽쳐스
119,위시 어폰,2017-07-20,434148000 ,0.001,55110,279,미국,미국,(주)이수C&E
120,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,2017-12-14,424665700 ,0.001,54988,207,일본,일본,"(주)이수C&E,(주)에이원엔터테인먼트"
121,매혹당한 사람들,2017-09-06,412751500 ,0,54026,395,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
122,튤립 피버,2017-12-14,417768549 ,0,52144,359,영국,"영국,미국",(주)팝엔터테인먼트
123,윈드 리버,2017-09-14,391538700 ,0,50813,330,미국,"미국,영국,캐나다","(주)다자인소프트,(주)유로커뮤니케이션"
124,언더더씨,2017-06-22,382413600 ,0,49958,163,미국,미국,(주)팝엔터테인먼트
125,미스 슬로운,2017-03-29,381394300 ,0,48051,104,미국,"미국,프랑스",(주)메인타이틀픽쳐스
126,매기스 플랜,2017-01-25,382361800 ,0,47668,94,미국,미국,오드
127,잃어버린 도시 Z,2017-09-21,362053440 ,0,47088,398,미국,미국,(주)영화사 빅
128,심야식당 2,2017-06-08,366485900 ,0,46682,235,일본,일본,(주)디스테이션
129,마더!,2017-10-19,368306382 ,0,46677,398,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
130,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,2017-04-13,317454000 ,0,45484,149,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
131,내가 죽기 전에 가장 듣고 싶은 말,2017-07-19,332742600 ,0,45347,154,미국,미국,"(주)메인타이틀픽쳐스,주식회사 키위컴퍼니"
132,댄서,2017-04-13,363899049 ,0,45034,43,영국,"영국,러시아,우크라이나,미국",(주)엣나인필름
133,하이큐!! 재능과 센스,2017-11-15,308774500 ,0,42972,105,일본,일본,(주)이수C&E
134,꼬마돼지 베이브의 대모험,2017-06-15,293359100 ,0,42879,312,독일,독일,(주)박수엔터테인먼트
135,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,2017-11-16,338294000 ,0,42413,172,일본,일본,(주)박수엔터테인먼트
136,예감은 틀리지 않는다,2017-08-10,328415900 ,0,41994,85,영국,영국,CGV아트하우스
137,"나, 다니엘 블레이크",2016-12-08,290372700 ,0,41248,63,영국,영국,(주)영화사 진진
138,이모티: 더 무비,2017-08-02,290079700 ,0,40372,134,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
139,스노든,2017-02-09,325020562 ,0,40040,278,프랑스,"프랑스,독일,미국",(주)리틀빅픽쳐스
140,흑집사 -북 오브 더 아틀란틱-,2017-04-13,285103000 ,0,37954,94,일본,일본,(주)박수엔터테인먼트
141,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,2017-12-28,279848900 ,0,36450,191,일본,일본,(주)박수엔터테인먼트
142,다크 하우스,2017-06-22,295604100 ,0,36350,278,미국,미국,"(주)스톰픽쳐스코리아,(주)디스테이션"
143,반지의 제왕 : 반지원정대 (확장판),2017-01-11,470027900 ,0.001,35758,74,뉴질랜드,"뉴질랜드,미국",(주)디스테이션
144,잠깐만 회사 좀 관두고 올게,2017-10-19,279455400 ,0,35429,271,일본,일본,(주)이수C&E
145,엘르,2017-06-15,279049100 ,0,35368,56,프랑스,"프랑스,독일,벨기에",소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
146,우리의 20세기,2017-09-27,287148600 ,0,35296,98,미국,미국,그린나래미디어(주)
147,키코리키: 황금모자의 비밀,2017-01-25,248074100 ,0,35111,211,러시아,러시아,(주)영화사 빅
148,피터와 모글리의 크리스마스 어드벤처,2017-11-23,241351800 ,0,34899,250,인도,인도,(주)팝엔터테인먼트
149,어메이징 메리,2017-10-04,279960500 ,0,34777,61,미국,미국,이십세기폭스코리아(주)
150,녹터널 애니멀스,2017-01-11,284555179 ,0,34616,219,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
151,파운더,2017-04-20,275304900 ,0,34593,288,미국,미국,CGV아트하우스
152,7번째 내가 죽던 날,2017-05-31,261785400 ,0,34502,230,미국,미국,(주)키다리이엔티
153,극장판 위 베어 베어스: 곰 브라더스,2017-08-24,230410600 ,0,32021,307,미국,미국,(주)팝엔터테인먼트
154,루터,2017-10-18,219196300 ,0,31314,94,독일,독일,THE 픽쳐스
155,나는 부정한다,2017-04-26,250925125 ,0,31172,104,영국,"영국,미국",(주)티캐스트
156,단지 세상의 끝,2017-01-18,242177173 ,0,30793,124,캐나다,"캐나다,프랑스",(주)엣나인필름
157,"좋아해, 너를",2017-09-14,265102800 ,0,30714,101,일본,일본,(주)디오시네마
158,리빙보이 인 뉴욕,2017-11-09,248619800 ,0,30379,158,미국,미국,주식회사 더쿱
159,반지의 제왕 : 왕의 귀환 (확장판),2017-01-25,370268000 ,0,30349,56,뉴질랜드,"뉴질랜드,미국",(주)디스테이션
160,"나의 사랑, 그리스",2017-04-20,241875000 ,0,30181,123,그리스,그리스,(주)팝엔터테인먼트
161,너브,2017-01-11,239275800 ,0,29441,151,미국,미국,(주)박수엔터테인먼트
162,세 번째 살인,2017-12-14,240395200 ,0,29361,119,일본,일본,(주)티캐스트
163,패터슨,2017-12-21,237836300 ,0,29277,62,프랑스,"프랑스,독일,미국",그린나래미디어(주)
164,걸 온 더 트레인,2017-03-09,222516500 ,0,29190,331,미국,미국,(주)씨제이이엔엠
165,분노,2017-03-30,232610537 ,0,28822,99,일본,일본,플러스엠 엔터테인먼트
166,매직울프,2017-10-03,223786500 ,0,28742,168,러시아,러시아,(주)박수엔터테인먼트
167,데스노트: 더 뉴 월드,2017-03-29,220886363 ,0,28723,309,일본,일본,(주)디스테이션
168,극장판 암살교실 : 365일의 시간,2017-03-23,210398500 ,0,28364,98,일본,일본,(주)박수엔터테인먼트
169,스페이스 비트윈 어스,2017-03-16,215291361 ,0,28085,370,미국,미국,(주)키다리이엔티
170,키드냅,2017-11-22,214871800 ,0,27854,167,미국,미국,(주)제이앤씨미디어그룹
171,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,350183800 ,0,27440,58,뉴질랜드,"뉴질랜드,미국",(주)디스테이션
172,로스트 인 파리,2017-05-18,215575038 ,0,27203,85,프랑스,"프랑스,벨기에",그린나래미디어(주)
173,지니어스,2017-04-13,209372437 ,0,27167,172,영국,"영국,미국",(주)라이크콘텐츠
174,재키,2017-01-25,209835243 ,0,26758,97,칠레,"칠레,프랑스,미국",그린나래미디어(주)
175,몬스터 섬의 비밀,2017-09-07,184568800 ,0,26739,150,멕시코,멕시코,(주)박수엔터테인먼트
176,아기돼지 3형제와 매직램프,2017-03-23,208444600 ,0,26670,135,중국,중국,(주)팝엔터테인먼트
177,배저로와 친구들: 신비한 모험,2017-10-26,177884400 ,0,26185,293,노르웨이,노르웨이,와이드 릴리즈(주)
178,슈퍼 버드,2017-04-06,183154100 ,0,25964,288,멕시코,멕시코,와이드 릴리즈(주)
179,부니베어: 로거빅 컴백홈 프로젝트,2017-06-29,177914300 ,0,25903,277,중국,중국,예지림엔터테인먼트
180,골드,2017-03-22,195316900 ,0,25612,200,미국,미국,CGV아트하우스
181,사다코 대 카야코,2017-01-04,201673000 ,0,25531,131,일본,일본,유니버설픽쳐스인터내셔널 코리아(유)
182,에곤 쉴레: 욕망이 그린 그림,2016-12-22,205010000 ,0,25457,50,오스트리아,"오스트리아 ,룩셈부르크",(주)티캐스트
183,언노운 걸,2017-05-03,198839700 ,0,24785,67,벨기에,"벨기에,프랑스",오드
184,"내 어깨 위 고양이, 밥",2017-01-04,193578000 ,0,24466,112,영국,영국,(주)누리픽쳐스
185,"안녕, 나의 소울메이트",2017-12-07,191541500 ,0,24381,165,홍콩,홍콩,(주)나이너스엔터테인먼트
186,슈퍼오리 : 태양을 지켜라,2017-08-31,170800400 ,0,24319,257,러시아,러시아,와이드 릴리즈(주)
187,언프렌드,2017-02-09,187802900 ,0,23688,179,독일,독일,(주)크리픽쳐스
188,제인 도,2017-08-23,183431765 ,0,23467,110,영국,"영국,미국",오퍼스픽쳐스(유)
189,토마스와 친구들: 수수께끼 해적선과 보물찾기,2017-06-29,155824700 ,0,23395,145,영국,영국,KBS 미디어
190,아우토반,2017-03-22,183681500 ,0,23338,153,영국,"영국,독일",와이드 릴리즈(주)
191,레이디 맥베스,2017-08-03,181719800 ,0,23333,53,영국,영국,주식회사 씨네룩스
192,스테이션 7,2017-12-07,169220100 ,0,22536,239,러시아,러시아,(주)영화사 진진
193,송 투 송,2017-07-26,172525100 ,0,22518,97,미국,미국,CGV아트하우스
194,행복 목욕탕,2017-03-23,168599600 ,0,21797,103,일본,일본,(주)디스테이션
195,프란츠,2017-07-20,150974100 ,0,20760,47,프랑스,프랑스,찬란
196,빌리 진 킹: 세기의 대결,2017-11-16,158890000 ,0,20018,135,미국,"미국,영국",이십세기폭스코리아(주)
197,극장판 어드벤처 타임: 비밀의 아일랜드,2017-04-13,163679600 ,0,19986,125,미국,미국,(주)팝엔터테인먼트
198,아이 앰 히스 레저,2017-10-19,158340439 ,0,19771,139,캐나다,캐나다,오드
199,부니베어: 나무 도둑의 습격,2017-09-14,129228400 ,0,19267,245,중국,중국,예지림엔터테인먼트
200,슬립리스: 크리미널 나이트,2017-03-08,146025800 ,0,18740,158,미국,미국,(주)엘지유플러스
201,오즈의 마법사 2,2017-05-03,143173700 ,0,18535,142,멕시코,멕시코,㈜코리아스크린
202,은혼,2017-12-07,148853500 ,0,18323,137,일본,일본,(주)라이크콘텐츠
203,신서유기 : 몽키킹의 부활,2017-11-02,129357400 ,0,18247,212,중국,중국,예지림엔터테인먼트
204,인카네이트,2017-05-25,142090200 ,0,18028,229,미국,미국,판씨네마(주)
205,배드 지니어스,2017-11-02,141276336 ,0,17941,200,태국,태국,(주)팝엔터테인먼트
206,"괜찮아요, 미스터 브래드",2017-09-21,134945900 ,0,17691,135,미국,미국,"(주)영화사 진진,(주)누리픽쳐스"
207,매직키드 보보,2017-03-01,124253200 ,0,16601,219,말레이시아,말레이시아,(주)박수엔터테인먼트
208,하이큐!! 승자와 패자,2016-12-28,118605000 ,0,16515,103,일본,일본,"(주)이수C&E,(주)팝엔터테인먼트"
209,빅 배드 폭스,2017-11-30,120614100 ,0,16340,219,프랑스,프랑스,(주)스마일이엔티
210,링스,2017-04-06,136520300 ,0,16336,123,미국,미국,(주)다자인소프트
211,스파이 게임,2017-09-14,122840172 ,0,15986,203,영국,영국,플러스엠 엔터테인먼트
212,십계: 구원의 길,2017-04-13,104079500 ,0,15974,97,브라질,브라질,(주)키다리이엔티
213,호비와 무지개 오아시스 대모험,2017-09-07,108724000 ,0,15629,103,일본,일본,(주)머스트씨무비릴리징컴퍼니
214,로즈,2017-04-12,113253541 ,0,14955,125,아일랜드,아일랜드,(주)박수엔터테인먼트
215,콜로설,2017-04-20,114967100 ,0,14687,305,캐나다,"캐나다,스페인",(주)드림팩트엔터테인먼트
216,개구리왕국 2,2017-03-23,99741700 ,0,14236,171,중국,중국,예지림엔터테인먼트
217,토니 에드만,2017-03-16,111330800 ,0,13820,64,독일,독일,그린나래미디어(주)
218,퍼스널 쇼퍼,2017-02-09,106880600 ,0,13322,79,프랑스,프랑스,아이 엠
219,토마스와 친구들: 그레이트 레이스,2017-11-30,98705400 ,0,13314,249,영국,영국,와이드 릴리즈(주)
220,런던 프라이드,2017-04-27,100072200 ,0,13035,37,영국,영국,(주)영화사 진진
221,랜드 오브 마인,2017-04-06,95771400 ,0,12767,97,덴마크,"덴마크,독일","(주)싸이더스,아이 엠"
222,쿵푸 요가,2017-03-29,91563500 ,0,12048,108,중국,"중국,인도",브릿지웍스 엔터테인먼트(주)
223,스코어: 영화음악의 모든 것,2017-10-19,95563500 ,0,12032,34,미국,미국,(주)라이크콘텐츠
224,주키퍼스 와이프,2017-10-12,90190446 ,0,11795,100,미국,"미국,영국",(주)영화사 빅
225,"러브, 어게인",2017-11-16,89873800 ,0,11628,177,미국,미국,(주)이수C&E
226,아뉴스 데이,2017-03-30,83570100 ,0,11611,40,프랑스,프랑스,찬란
227,키즈모노가타리 III : 냉혈편,2017-05-18,88623000 ,0,11302,81,일본,일본,(주)박수엔터테인먼트
228,세일즈맨,2017-05-11,84774800 ,0,11203,55,이란,"이란,프랑스",찬란
228,극장판 도라에몽: 신 진구의 버스 오브 재팬,2016-12-21,71179500 ,0,11203,282,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
230,파워캐치 완다: 버그본의 지구 습격,2017-03-09,86394400 ,0,10881,178,일본,일본,"(주)에이원엔터테인먼트,(주)에스에이엠지엔터테인먼트"
231,우리는 같은 꿈을 꾼다,2017-11-30,84208100 ,0,10773,37,헝가리,헝가리,찬란
232,극장판 빰바라빤쮸: 바나나 왕국의 비밀,2017-02-22,76934800 ,0,10681,140,일본,일본,(주)스마일이엔티
233,해피 버스데이,2017-09-28,84559800 ,0,10634,81,일본,일본,(주)티캐스트
