순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사
20,프레디의 피자가게,2023-11-15,6959703516 ,0.011,712241,1041,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
21,더 마블스,2023-11-08,6841156465 ,0.011,690814,1532,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
22,인어공주,2023-05-24,6668613190 ,0.01,647706,1364,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
23,플래시,2023-06-14,6735756989 ,0.011,635269,1258,미국,미국,워너브러더스 코리아(주)
24,바비,2023-07-19,5752206126 ,0.009,585502,780,미국,미국,워너브러더스 코리아(주)
25,신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,2023-12-22,5506229689 ,0.009,568257,883,일본,일본,(주)씨제이이엔엠
26,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,6586552900 ,0.01,535969,410,일본,일본,(주)디스테이션
27,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,4623200505 ,0.007,438157,258,일본,일본,"(주)바이포엠스튜디오,홀리가든"
28,서치 2,2023-02-22,4084323024 ,0.006,414598,868,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
29,인시디어스: 빨간 문,2023-07-19,4096944506 ,0.006,401656,758,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
30,괴물,2023-11-29,3791967275 ,0.006,387428,647,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
31,상견니,2023-01-25,3608720638 ,0.006,360873,699,대만,대만,"오드,리바이브콘텐츠 주식회사,씨제이 씨지브이(CJ CGV)(주)"
32,더 넌 2,2023-09-27,3754295273 ,0.006,360743,720,미국,미국,워너브러더스 코리아(주)
33,트롤: 밴드 투게더,2023-12-20,3109591201 ,0.005,336931,845,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
34,던전 앤 드래곤: 도적들의 명예,2023-03-29,2935281137 ,0.005,293760,1105,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
35,크리에이터,2023-10-03,2775280272 ,0.004,262823,878,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
36,메간,2023-01-25,2331686898 ,0.004,230874,704,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
37,나폴레옹,2023-12-06,2241987950 ,0.004,225374,822,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
38,바빌론,2023-02-01,2114483105 ,0.003,210593,852,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
39,베니스 유령 살인사건,2023-09-13,2004013347 ,0.003,205102,876,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
40,톡 투 미,2023-11-01,1759944371 ,0.003,186426,604,호주,"호주,영국","주식회사 올랄라스토리,롯데컬처웍스(주)롯데시네마"
41,헝거게임: 노래하는 새와 뱀의 발라드,2023-11-15,1810802776 ,0.003,185428,986,미국,미국,(주)누리픽쳐스
42,퍼피 구조대: 더 마이티 무비,2023-10-06,1565577076 ,0.002,172444,566,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
43,플라워 킬링 문,2023-10-19,1573261909 ,0.002,166226,719,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
44,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,2023-09-28,1278771994 ,0.002,141025,601,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
45,남은 인생 10년,2023-05-24,1459624700 ,0.002,136412,203,일본,일본,"(주)바이포엠스튜디오,(주)디스테이션"
46,메가로돈 2,2023-08-15,1314843169 ,0.002,125935,415,미국,미국,워너브러더스 코리아(주)
47,블루 자이언트,2023-10-18,1156359958 ,0.002,119711,574,일본,일본,판씨네마(주)
48,그란 투리스모,2023-09-20,1193485239 ,0.002,119510,883,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
49,몬스터 패밀리 2,2023-08-02,996557533 ,0.002,119462,434,영국,영국,메가박스중앙(주)
50,에브리씽 에브리웨어 올 앳 원스+,2023-03-01,1140998884 ,0.002,111464,199,미국,미국,워터홀컴퍼니(주)
51,에어,2023-04-05,1061526581 ,0.002,110108,656,미국,미국,워너브러더스 코리아(주)
52,어메이징 모리스,2023-02-15,963803160 ,0.002,109253,559,독일,독일,(주)블루라벨픽쳐스
53,극장판 도라에몽: 진구와 하늘의 유토피아,2023-07-08,885287800 ,0.001,97700,283,일본,일본,씨제이 씨지브이(CJ CGV)(주)
54,스노우 폭스: 썰매개가 될 거야!,2023-11-23,776965216 ,0.001,97651,479,미국,미국,(주)팝엔터테인먼트
55,"여름을 향한 터널, 이별의 출구",2023-09-14,941648363 ,0.001,92340,269,일본,일본,(주)미디어캐슬
56,말하고 싶은 비밀,2023-12-13,830354541 ,0.001,85832,401,일본,일본,"(주)바이포엠스튜디오,홀리가든"
57,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지 넘어 하늘까지!,2023-08-10,732400650 ,0.001,84121,245,영국,영국,와이드 릴리즈(주)
58,사나: 저주의 아이,2023-10-04,786544500 ,0.001,83945,199,일본,일본,(주)바이포엠스튜디오
59,명탐정코난: 하이바라 아이 이야기 ~흑철의 미스터리 트레인,2023-06-23,849594700 ,0.001,81475,176,일본,일본,(주)씨제이이엔엠
60,파벨만스,2023-03-22,814957157 ,0.001,80767,450,미국,미국,(주)씨제이이엔엠
61,엑소시스트: 믿는 자,2023-10-18,828698635 ,0.001,80219,630,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
62,아르고 원정대: 꼬마 영웅 패티의 대모험,2023-09-21,722924236 ,0.001,79721,516,프랑스,프랑스,(주)스튜디오디에이치엘
63,샤잠! 신들의 분노,2023-03-15,830461274 ,0.001,78743,799,미국,미국,워너브러더스 코리아(주)
64,치킨래빗: 잃어버린 보물을 찾아서,2023-03-18,657700000 ,0.001,73289,234,벨기에,"벨기에,프랑스",(주)스튜디오디에이치엘
65,닌자터틀: 뮤턴트 대소동,2023-09-14,638211569 ,0.001,71001,650,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
66,보 이즈 어프레이드,2023-07-05,685209130 ,0.001,68751,312,미국,미국,(주)스튜디오디에이치엘
67,쏘우 X,2023-12-13,661767453 ,0.001,63477,571,미국,미국,"(주)올스타엔터테인먼트,(주)플레이그램"
68,익스펜더블 4,2023-10-18,606052589 ,0.001,63379,634,미국,미국,"(주)올스타엔터테인먼트,(주)플레이그램"
69,이빨요정 비올레타: 요정나라로 돌아갈래!,2023-11-18,492263400 ,0.001,59394,298,독일,독일,TCO(주)더콘텐츠온
70,슬픔의 삼각형,2023-05-17,567651921 ,0.001,58061,294,미국,미국,"그린나래미디어(주),(주)플레이그램,메가박스중앙(주)"
71,바다 탐험대 옥토넛 육지수호 대작전 : 열대우림을 지켜라!,2023-02-23,511513000 ,0.001,57452,284,영국,영국,와이드 릴리즈(주)
72,더 웨일,2023-03-01,556366366 ,0.001,56586,203,미국,미국,(주)스튜디오디에이치엘
73,애스터로이드 시티,2023-06-28,553541947 ,0.001,55930,269,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
74,라일 라일 크로커다일,2023-01-18,502081439 ,0.001,54192,384,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
75,렌필드,2023-04-19,488403949 ,0.001,53358,577,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
76,마야 3: 숲속 왕국의 위기,2023-08-24,423586000 ,0.001,53058,208,독일,독일,(주)박수엔터테인먼트
77,엔니오: 더 마에스트로,2023-07-05,491375957 ,0.001,52150,67,이탈리아,이탈리아,"(주)영화사 진진,(주)씨네필운"
78,마브카 : 숲의 노래,2023-10-18,432049154 ,0.001,51120,489,우크라이나,"우크라이나,미국",(주)팝엔터테인먼트
79,거울 속 외딴 성,2023-04-12,487650269 ,0.001,50574,335,일본,일본,워터홀컴퍼니(주)
80,애프터썬,2023-02-01,480899238 ,0.001,49427,64,영국,영국,"그린나래미디어(주),(주)영화사 안다미로"
81,스파이 코드명 포춘,2023-08-30,433115701 ,0.001,46569,477,미국,미국,"(주)레드아이스 엔터테인먼트,(주)제이앤씨미디어그룹"
82,"바다 탐험대 옥토넛 어보브 앤 비욘드: 버드, 옥토경보를 울려라!",2023-12-27,319879760 ,0,38823,215,영국,영국,와이드 릴리즈(주)
83,틴에이지 크라켄 루비,2023-07-25,297448950 ,0,38547,203,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
84,오토라는 남자,2023-03-29,339935730 ,0.001,37917,371,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
85,TAR 타르,2023-02-22,377922984 ,0.001,37723,197,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
86,플레인,2023-03-15,345665658 ,0.001,37691,358,미국,미국,(주)누리픽쳐스
87,크레센도,2023-12-20,395095300 ,0.001,36911,81,미국,미국,오드
88,똑똑똑,2023-03-08,298318620 ,0,33771,472,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
89,몬스터 하우스2: 인비져블 피닉스,2023-02-02,294228222 ,0,33671,357,러시아,러시아,(주)박수엔터테인먼트
90,극장판 파워 디지몬 더 비기닝,2023-11-29,322378200 ,0.001,33280,197,일본,일본,에스엠지홀딩스 주식회사
91,네가 떨어뜨린 푸른 하늘,2023-02-08,308030509 ,0,32116,449,일본,일본,"메가박스중앙(주),(주)이놀미디어,(주)바이포엠스튜디오"
92,류이치 사카모토: 오퍼스,2023-12-27,286231031 ,0,31197,251,일본,일본,"(주)엣나인필름,메가박스중앙(주)"
93,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,2023-10-19,254297030 ,0,30563,78,일본,일본,메가박스중앙(주)
94,메리 마이 데드 바디,2023-05-17,346701400 ,0.001,30333,103,대만,대만,"주식회사 원더스튜디오,(주)리안컨텐츠"
95,테일러 스위프트 디 에라스 투어,2023-11-03,839042500 ,0.001,30232,51,미국,미국,씨제이포디플렉스 주식회사
96,에브리씽 에브리웨어 올 앳 원스,2022-10-12,296025979 ,0,28975,620,미국,미국,워터홀컴퍼니(주)
97,여귀교- 저주를 부르는 게임,2023-11-15,252570027 ,0,27703,401,대만,대만,"메가박스중앙(주),(주)스튜디오 산타클로스엔터테인먼트,(주)블레이드이엔티"
98,파이어하트,2023-06-28,233116800 ,0,27210,187,프랑스,프랑스,"(주)누리픽쳐스,(주)블루라벨픽쳐스,TCO(주)더콘텐츠온"
99,이니셰린의 밴시,2023-03-15,270093801 ,0,26692,135,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
100,80일간의 세계일주,2023-09-27,229296950 ,0,26391,171,프랑스,프랑스,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)"
101,돌핀보이,2023-01-25,226353600 ,0,25387,177,독일,독일,와이드 릴리즈(주)
102,플로라 앤 썬,2023-09-22,182027800 ,0,24613,120,미국,미국,씨제이 씨지브이(CJ CGV)(주)
103,라이스보이 슬립스,2023-04-19,217696622 ,0,24538,250,캐나다,캐나다,판씨네마(주)
104,천룡팔부: 교봉전,2023-01-25,211184266 ,0,24394,300,홍콩,홍콩,(주)팝엔터테인먼트
105,3000년의 기다림,2023-01-04,224395015 ,0,23963,176,호주,호주,(주)디스테이션
106,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,2022-12-22,207161172 ,0,23331,626,기타,기타,메가박스중앙(주)
107,슈퍼 키드 헤일리,2023-07-20,208103221 ,0,23029,176,노르웨이,노르웨이,(주)팝엔터테인먼트
108,미녀와 야수: 마법에 걸린 왕자,2023-02-22,202152400 ,0,22445,217,러시아,러시아,"(주)인터파크,예지림엔터테인먼트,(주)띵크"
109,무명,2023-04-26,203825737 ,0,22443,201,중국,중국,(주)콘텐츠판다
110,너는 내 아들,2023-06-28,195190908 ,0,22280,117,미국,미국,"주식회사 블루필름웍스,(주)버킷스튜디오"
111,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,2023-10-19,180336570 ,0,22259,79,일본,일본,메가박스중앙(주)
112,카구야 님은 고백받고 싶어 -첫 키스는 끝나지 않아-,2023-04-06,240958900 ,0,21564,107,일본,일본,(주)디스테이션
113,모나리자와 블러드 문,2023-03-22,191542710 ,0,21515,369,미국,미국,판씨네마(주)
114,드림쏭2,2023-10-03,183372014 ,0,21217,389,미국,미국,주식회사 원더스튜디오
115,빌리와 용감한 녀석들: 황금 달걀 구조대,2023-10-26,177006635 ,0,20973,306,멕시코,멕시코,(주)박수엔터테인먼트
116,극장판 피노키오 위대한 모험,2023-07-13,160955034 ,0,19844,208,헝가리,헝가리,"와이드 릴리즈(주),(주)태양미디어그룹"
117,극장판 전생했더니 슬라임이었던 건에 대하여: 홍련의 인연편,2023-02-02,202097717 ,0,19711,123,일본,일본,(주)애니플러스
118,시뮬런트,2023-11-02,152436774 ,0,18195,265,미국,미국,(주)영화특별시에스엠씨
119,리빙: 어떤 인생,2023-12-13,167774653 ,0,17822,50,영국,영국,(주)티캐스트
120,어파이어,2023-09-13,171286291 ,0,17172,68,독일,독일,M&M 인터내셔널
121,프린스 챠밍,2023-01-11,138765300 ,0,17066,181,미국,"미국,영국,캐나다",와이드 릴리즈(주)
122,키리에의 노래,2023-11-01,151691743 ,0,16867,248,일본,일본,이화배컴퍼니(주)
123,말없는 소녀,2023-05-31,153479277 ,0,16693,52,아일랜드,아일랜드,주식회사 슈아픽처스
124,생츄어리: 마법의 소원나무,2023-09-06,135096900 ,0,16562,188,호주,호주,(주)팝엔터테인먼트
125,사랑은 낙엽을 타고,2023-12-20,152380186 ,0,15956,40,핀란드,핀란드,찬란
126,한 남자,2023-08-30,139260250 ,0,15938,161,일본,일본,트윈플러스파트너스(주)
127,일주일간 친구,2023-09-06,167503800 ,0,15718,142,중국,중국,"주식회사 올랄라스토리,오드"
128,"기억해, 우리가 사랑한 시간",2023-10-11,135179400 ,0,14752,178,중국,중국,"(주)도키엔터테인먼트,(주)키다리스튜디오"
129,엑소시스트: 더 바티칸,2023-05-10,135422965 ,0,14639,134,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
130,씰벤져스 : 용감한 바다특공대,2023-09-27,122085159 ,0,14209,121,미국,미국,(주)무비다이브
131,원 모어 찬스,2023-11-01,87720900 ,0,14080,121,중국,중국,(주)팝엔터테인먼트
132,더 킬러,2023-10-25,118471100 ,0,14036,78,미국,미국,씨제이 씨지브이(CJ CGV)(주)
133,오글리스: 웰컴 투 냄새 마을,2023-04-06,114511970 ,0,13747,256,독일,독일,(주)박수엔터테인먼트
134,여덟 개의 산,2023-09-20,122149728 ,0,13481,44,이탈리아,이탈리아,(주)영화사 진진
135,조이 라이드,2023-08-30,115023758 ,0,13436,225,미국,미국,판씨네마(주)
136,유랑지구2,2023-05-10,103069320 ,0,13360,138,중국,중국,(주)박수엔터테인먼트
137,매직 프린세스: 얼음 괴물과 사라진 열쇠의 비밀,2023-12-07,106453357 ,0,12969,162,러시아,러시아,(주)박수엔터테인먼트
138,헌티드 맨션,2023-07-26,119461383 ,0,12877,187,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
139,녹야,2023-11-01,98939200 ,0,12546,137,홍콩,홍콩,(주)스튜디오디에이치엘
140,몬스터 신부: 101번째 프로포즈,2022-12-28,107392600 ,0,12390,226,헝가리,"헝가리,러시아",와이드 릴리즈(주)
141,나의 행복한 결혼,2023-10-11,92340248 ,0,12382,109,일본,일본,(주)디스테이션
142,라이드 온,2023-05-31,101034008 ,0,12117,100,중국,중국,"(주)넥스트엔터테인먼트월드(NEW),(주)콘텐츠판다"
143,강변의 무코리타,2023-08-23,106367426 ,0,12109,131,일본,일본,(주)디스테이션
144,65,2023-04-20,121467529 ,0,12080,462,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
145,부기맨,2023-06-06,128541164 ,0,12059,193,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
146,치치치 치킨의 비밀,2023-08-24,102686450 ,0,12034,156,중국,중국,(주)팝엔터테인먼트
147,너의 눈을 들여다보면,2023-06-14,115315505 ,0,11822,71,프랑스,프랑스,(주)디오시네마
148,꼬마돼지 베이브의 바다 대모험,2023-03-23,97864844 ,0,11540,319,중국,중국,(주)박수엔터테인먼트
149,클로즈,2023-05-03,111226737 ,0,11331,51,벨기에,"벨기에,네덜란드,프랑스","찬란,(주)하이스트레인저"
150,시수,2023-10-25,94598662 ,0,10902,175,기타,기타,(주)이놀미디어
151,풍재기시,2023-07-05,95329881 ,0,10738,174,홍콩,홍콩,(주)빅브라더스
152,트윈,2023-02-08,92120242 ,0,10576,168,핀란드,핀란드,(주)스튜디오디에이치엘
153,킴스 비디오,2023-09-27,97113968 ,0,10569,39,미국,"미국,프랑스,영국",오드
154,항구의 니쿠코짱!,2023-04-27,86256889 ,0,10521,123,일본,일본,트윈플러스파트너스(주)
155,토리와 로키타,2023-05-10,99508968 ,0,10356,48,벨기에,"벨기에,프랑스",(주)영화사 진진
156,원피스 필름 레드,2022-11-30,100263879 ,0,10341,550,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
157,성스러운 거미,2023-02-08,95683542 ,0,10143,56,덴마크,"덴마크,독일,스웨덴,프랑스",판씨네마(주)
158,노 엑시트,2023-12-13,79714789 ,0,9669,118,미국,"미국,프랑스",(주)이놀미디어
159,"1986 그 여름, 그리고 고등어통조림",2023-07-05,78671500 ,0,9498,111,일본,일본,와이드 릴리즈(주)
160,기적을 믿는 소녀,2023-07-05,87590300 ,0,9376,76,미국,미국,홀리가든
161,금의 나라 물의 나라,2023-11-15,62175770 ,0,8763,141,일본,일본,(주)이놀미디어
162,극장판 파워레인저 캡틴포스: 지구를 위한 싸움,2023-01-19,82651478 ,0,8700,147,일본,일본,트윈플러스파트너스(주)
163,6번 칸,2023-03-08,81662784 ,0,8681,41,독일,"독일,핀란드,러시아,에스토니아","(주)싸이더스,스튜디오 에이드"
164,사슴의 왕,2023-05-25,64085149 ,0,8614,119,일본,일본,트윈플러스파트너스(주)
165,더 썬,2023-07-19,74284419 ,0,8504,62,영국,영국,(주)스튜디오디에이치엘
166,힙노틱,2023-09-20,78114011 ,0,8405,113,미국,미국,"(주)레드아이스 엔터테인먼트,(주)제이앤씨미디어그룹"
167,샤이닝,2023-06-28,71236578 ,0,8325,45,미국,미국,워너브러더스 코리아(주)
168,사랑하는 당신에게,2023-05-31,69386850 ,0,8026,28,벨기에,"벨기에,스위스",(주)티캐스트
169,마에스트로 번스타인,2023-12-06,65324100 ,0,7874,61,미국,미국,씨제이 씨지브이(CJ CGV)(주)
170,곰돌이 푸: 피와 꿀,2023-04-06,88613286 ,0,7792,189,영국,영국,(주)팝엔터테인먼트
171,어느 멋진 아침,2023-09-06,68265669 ,0,7639,50,프랑스,프랑스,"찬란,(주)빅브라더스"
172,플래닛,2023-07-05,66394408 ,0,7626,135,러시아,러시아,(주)올스타엔터테인먼트
173,만강홍: 사라진 밀서,2023-10-11,64451145 ,0,7588,153,중국,중국,팝엔터테인먼트
174,문맨,2023-01-11,58867108 ,0,7539,134,중국,중국,(주)스튜디오디에이치엘
175,마에스트로,2023-08-09,64315111 ,0,7344,45,프랑스,프랑스,(주)티캐스트
176,극장판 아름다운 그: 이터널,2023-07-12,66289550 ,0,7102,94,일본,일본,홀리가든
177,페르시아어 수업,2022-12-15,62915074 ,0,6973,40,러시아,러시아,(주)영화사 진진
178,다이브: 100 피트 추락,2023-11-08,59292123 ,0,6830,109,독일,독일,와이드 릴리즈(주)
179,샷건 웨딩,2023-03-29,51048300 ,0,6661,126,미국,미국,"와이드 릴리즈(주),(주)제이앤씨미디어그룹"
180,오디션,2023-04-19,68387700 ,0,6525,122,일본,일본,와이드 릴리즈(주)
181,크리드 3,2023-03-01,62865600 ,0,6366,156,미국,미국,워너브러더스 코리아(주)
182,틸,2023-03-22,54991600 ,0,6198,122,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
183,스크래퍼,2023-09-27,56919717 ,0,6176,45,영국,영국,"그린나래미디어(주),(주)스튜디오 산타클로스엔터테인먼트"
184,칸다하,2023-09-20,49169213 ,0,6149,78,미국,미국,(주)누리픽쳐스
185,"안녕, 소중한 사람",2023-02-08,50331256 ,0,5827,37,프랑스,프랑스,(주)티캐스트
186,인투 더 월드,2024-01-10,53570000 ,0,5815,0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
187,유랑의 달,2023-01-18,58430392 ,0,5812,45,일본,일본,"(주)영화특별시에스엠씨,주식회사 왓챠"
188,빅트립2: 아기곰 배달 대작전,2023-05-27,49824450 ,0,5657,128,러시아,러시아,와이드 릴리즈(주)
189,메모리아,2022-12-29,51071946 ,0,5294,42,기타,기타,찬란
190,단순한 열정,2023-02-01,46166290 ,0,5268,31,프랑스,프랑스,(주)영화사 진진
191,볼코노고프 대위 탈출하다,2023-08-23,49352335 ,0,5167,36,러시아,러시아,주식회사 슈아픽처스
192,살바도르 달리 : 불멸을 찾아서,2023-08-02,43222970 ,0,5101,34,스페인,스페인,(주)마노엔터테인먼트
193,이마 베프,2023-02-01,47419489 ,0,4663,45,프랑스,프랑스,(주)무비다이브
194,본즈 앤 올,2022-11-30,50846199 ,0,4592,356,미국,미국,워너브러더스 코리아(주)
195,콜 제인,2023-03-08,43444294 ,0,4589,70,영국,영국,"(주)누리픽쳐스,(주)영화특별시에스엠씨"
196,리턴 투 서울,2023-05-03,42365792 ,0,4425,59,프랑스,프랑스,(주)엣나인필름
197,이터널 메모리,2023-09-20,38327929 ,0,4317,42,칠레,칠레,(주)엣나인필름
198,당나귀 EO,2023-10-03,39625748 ,0,4298,35,폴란드,"폴란드,영국,이탈리아","찬란,(주)하이스트레인저"
199,어떤 영웅,2023-03-15,39240823 ,0,4224,38,프랑스,프랑스,(주)영화사 진진
200,해시태그 시그네,2023-01-11,41818853 ,0,4079,59,노르웨이,노르웨이,판씨네마(주)
201,유앤미앤미,2023-10-25,29545400 ,0,4054,73,기타,기타,주식회사 원더스튜디오
202,귀를 기울이면,2023-04-19,32292500 ,0,4050,123,일본,일본,(주)팝엔터테인먼트
203,위대한 작은 농장,2023-06-14,33786610 ,0,4028,31,미국,미국,(주)엣나인필름
204,북 클럽: 넥스트 챕터,2023-06-07,26091300 ,0,3995,19,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
205,라인,2023-01-25,34775099 ,0,3965,47,스위스,"스위스,프랑스,벨기에",M&M 인터내셔널
206,라스트 필름 쇼,2023-04-12,37042896 ,0,3947,36,인도,"인도,프랑스,미국","주식회사 블루필름웍스,(주)버킷스튜디오"
207,콜드플레이 뮤직 오브 더 스피어스: 라이브 앳 리버 플레이트,2023-04-19,86592000 ,0,3936,74,영국,영국,씨제이포디플렉스 주식회사
208,극장판 사사키와 미야노 - 졸업편,2023-09-06,37494900 ,0,3818,65,일본,일본,(주)디스테이션
209,힐마 아프 클린트 - 미래를 위한 그림,2023-12-20,27499612 ,0,3803,24,독일,독일,(주)마노엔터테인먼트
210,자전거 도둑,2023-04-26,32201453 ,0,3775,32,이탈리아,이탈리아,일미디어
211,극장판 리틀 슈퍼맨 샘샘,2023-05-18,32845850 ,0,3774,110,프랑스,프랑스,"와이드 릴리즈(주),(주)제이앤씨미디어그룹"
212,프로메어,2022-10-20,39835066 ,0,3745,63,일본,일본,(주)영화사 그램
213,인디펜던스 나이트,2023-12-13,29872570 ,0,3723,59,미국,미국,(주)디스테이션
214,나 혼자만 레벨업 : 프리뷰,2023-12-13,46440600 ,0,3618,62,일본,일본,(주)애니플러스
215,가가린,2022-12-22,35470287 ,0,3592,41,프랑스,프랑스,(주)엣나인필름
216,디어 마이 러브,2023-07-12,27754784 ,0,3584,23,기타,기타,(주)뮤제엔터테인먼트
217,칠중주: 홍콩 이야기,2023-05-11,30583712 ,0,3341,70,홍콩,홍콩,(주)콘텐츠판다
218,리틀 엘렌: 외계인과 안테나 대소동,2023-03-01,30069894 ,0,3275,140,덴마크,덴마크,주식회사 블루필름웍스
219,새비지 맨,2023-01-26,25868492 ,0,3227,50,미국,미국,주식회사 디에스이이디
220,본 투 플라이,2023-11-22,25243466 ,0,3183,72,중국,중국,와이드 릴리즈(주)
221,원 웨이,2023-02-09,25478197 ,0,3176,50,미국,미국,주식회사 블루필름웍스
222,레슬리에게,2023-11-29,27320086 ,0,3156,32,미국,미국,"(주)영화사 진진,(주)하이스트레인저"
223,궁지에 몰린 쥐는 치즈 꿈을 꾼다,2023-02-08,34624752 ,0,3065,66,일본,일본,홀리가든
224,울프 하운드,2023-02-09,24209397 ,0,3043,50,미국,미국,주식회사 풍경소리
225,뮤턴트 이스케이프,2023-04-05,25897800 ,0,3025,116,캐나다,캐나다,주식회사 제이씨엔터웍스
226,피기,2023-04-26,27463417 ,0,3000,69,스페인,스페인,해피송
227,이노센트,2023-09-06,29464329 ,0,2982,60,노르웨이,노르웨이,(주)스튜디오디에이치엘
228,코르사주,2022-12-21,25761798 ,0,2972,46,프랑스,프랑스,"그린나래미디어(주),(주)플레이그램"
